Symbol,Company Name,Promoter Delta %,FII Delta %,DII Delta %,Mutual Fund Delta %,Pledge Delta %
MARUTI,Maruti Suzuki India Limited,-3.47,1.32,4.65,3.36,0.0
MASFIN,MAS Financial Services Limited,4.9,-8.6,9.42,3.94,0.0
MASKINVEST,Mask Investments Limited,-0.58,4.19,-13.3,-11.87,0.0
MASTEK,Mastek Limited,-12.58,18.95,-12.35,-5.39,0.0
MASTERTR,Master Trust Limited,2.36,2.27,-6.09,-3.87,0.0
MATRIMONY,Matrimony.Com Limited,-15.53,-10.51,11.77,7.78,0.0
MAWANASUG,Mawana Sugars Limited,-4.3,-8.33,7.77,3.85,0.0
MAXESTATES,Max Estates Limited,13.0,1.53,-8.06,-7.28,-9.1
MAXHEALTH,Max Healthcare Institute Limited,19.13,-2.12,-11.27,-2.04,0.0
MAXIND,Max India Limited,-15.87,7.81,7.96,3.84,10.1
MAYURUNIQ,Mayur Uniquoters Ltd,-13.54,-4.19,10.35,9.96,0.0
MAZDA,Mazda Limited,0.23,-7.58,5.82,5.22,0.0
MAZDOCK,Mazagon Dock Shipbuilders Limited,-1.59,9.63,-5.71,-4.86,0.0
MBAPL,Madhya Bharat Agro Products Limited,-2.34,5.23,2.3,3.52,0.0
MBEL,M & B Engineering Limited,-8.77,12.1,0.01,2.65,-12.4
MBLINFRA,MBL Infrastructure Limited,-9.1,4.02,4.5,-1.33,0.0
MCCHRLS-B,Mac Charles India Limited,-2.4,2.31,-7.82,-3.38,0.0
MCL,M TEK COPPER LIMITED,6.29,-9.38,7.57,3.04,0.0
MCLEODRUSS,Mcleod Russel India Limited,-11.57,8.76,10.54,7.34,0.0
MCLOUD,Magellanic Cloud Limited,-5.96,10.02,7.31,8.52,0.0
MCX,Multi Commodity Exchange of India Limited,3.15,2.04,-14.84,-8.59,0.0
MEDANTA,Global Health Limited,-1.78,2.59,-4.21,-2.93,-12.6
MEDIASSIST,Medi Assist Healthcare Services Limited,21.68,-8.24,-11.45,-8.56,0.0
MEDICAMEQ,Medicamen Biotech Limited,-3.84,-11.4,13.15,8.03,-5.4
MEDICO,Medico Remedies Limited,18.92,-12.66,-6.64,-0.76,0.0
MEDPLUS,Medplus Health Services Limited,-5.73,5.38,-1.53,-0.2,0.0
MEESHO,Meesho Limited,5.98,7.38,-5.94,-2.1,0.0
MEGASTAR,Megastar Foods Limited,8.13,-13.21,-3.56,-3.69,0.0
MEIL,Mangal Electrical Industries Limited,28.95,-12.89,-9.26,-3.67,0.0
MENNPIS,Menon Pistons Limited,-2.7,14.33,-3.06,-1.67,0.0
MENONBE,Menon Bearings Limited,-19.57,22.12,0.54,-1.3,0.0
MEP,MEP Infrastructure Developers Limited,3.71,-11.99,0.32,1.65,-9.1
MERCANTILE,Mercantile Ventures Limited,-19.69,5.98,1.73,0.38,0.0
MERCURYEV,Mercury Ev-Tech Limited,-0.69,7.61,-1.57,-3.54,-0.2
METROBRAND,Metro Brands Limited,19.15,-11.55,-1.69,-0.84,0.0
METROGLOBL,Metroglobal Limited,-15.54,5.04,10.94,7.94,0.0
METROPOLIS,Metropolis Healthcare Limited,5.17,7.29,-11.74,-7.19,-5.9
MFML,Mahalaxmi Fabric Mills Limited,12.21,-8.94,0.22,-0.03,0.0
MFSL,Max Financial Services Limited,-17.26,1.33,10.44,9.49,0.0
MGEL,Mangalam Global Enterprise Limited,-7.09,9.48,7.17,3.77,-4.1
MGL,Mahanagar Gas Limited,1.26,-4.77,-0.58,-2.37,0.0
MHLXMIRU,Mahalaxmi Rubtech Limited,8.85,-6.69,4.44,0.93,0.0
MHRIL,Mahindra Holidays & Resorts India Limited,7.15,-5.15,2.23,-0.47,0.0
MICEL,MIC Electronics Limited,2.29,8.04,-3.62,-0.55,10.7
MIDHANI,Mishra Dhatu Nigam Limited,-0.31,-0.53,5.06,3.06,0.0
MIDWESTLTD,Midwest Limited,-6.16,10.57,-15.45,-8.0,0.0
MINDACORP,Minda Corporation Limited,-9.84,11.89,0.96,0.07,0.0
MINDTECK,Mindteck (India) Limited,-0.31,-1.93,6.01,4.83,0.0
MIRZAINT,Mirza International Limited,-7.25,3.63,1.49,3.25,0.0
MITCON,MITCON Consultancy & Engineering Services Limited,3.37,-1.58,-0.28,3.64,0.0
MITTAL,Mittal Life Style Limited,-5.92,0.19,2.8,2.94,0.0
MKPL,M K Proteins Limited,-15.14,-2.58,9.19,8.85,0.0
MMFL,MM Forgings Limited,12.44,2.01,-11.19,-5.23,0.0
MMP,MMP Industries Limited,-13.69,10.28,0.59,-2.71,0.0
MMTC,MMTC Limited,9.43,-1.2,-0.73,-1.02,0.0
MMWL,Media Matrix Worldwide Limited,5.59,-8.4,-6.04,-2.48,0.0
MOBIKWIK,One Mobikwik Systems Limited,-4.39,16.89,-8.58,-7.35,0.0
MODINATUR,Modi Naturals Limited,-8.26,-7.97,7.35,5.29,-13.1
MODIRUBBER,Modi Rubber Limited,-0.41,3.46,-0.87,1.46,-11.2
MODIS,Modis Navnirman Limited,10.39,-3.99,-8.76,-2.67,0.0
MODISONLTD,MODISON LIMITED,6.3,8.81,0.68,-1.4,0.0
MODTHREAD,Modern Threads (India) Limited,3.6,-2.66,-3.46,-3.61,0.0
MOHITIND,Mohit Industries Limited,-16.3,8.58,4.16,2.0,0.0
MOIL,MOIL Limited,18.97,-7.29,-10.41,-8.76,0.0
MOKSH,Moksh Ornaments Limited,-6.4,12.38,-2.11,-0.4,0.0
MOL,Meghmani Organics Limited,6.66,-8.16,4.11,3.17,14.0
MOLDTECH,Mold-Tek Technologies Limited,-0.66,8.27,-1.23,-0.11,0.0
MOLDTKPAC,Mold-Tek Packaging Limited,2.69,10.54,-4.24,2.1,0.0
MONARCH,Monarch Networth Capital Limited,5.31,-5.24,2.26,-0.47,0.0
MONEYBOXX,Moneyboxx Finance Limited,17.46,-14.96,-7.87,-5.29,0.0
MONTECARLO,Monte Carlo Fashions Limited,-8.22,4.76,-2.05,-1.94,-12.9
MORARJEE,Morarjee Textiles Limited,15.54,-3.96,-7.54,-3.7,0.0
MOREPENLAB,Morepen Laboratories Limited,7.12,1.07,-4.31,-4.51,0.0
MOSCHIP,Moschip Technologies Limited,4.34,-1.47,-5.88,-5.59,0.0
MOTHERSON,Samvardhana Motherson International Limited,5.96,-2.8,-8.51,-5.35,0.0
MOTILALOFS,Motilal Oswal Financial Services Limited,0.92,-10.91,-0.27,2.64,0.0
MOTISONS,Motisons Jewellers Limited,-3.56,-8.55,5.02,-0.12,0.0
MOTOGENFIN,The Motor & General Finance Limited,-11.02,7.24,12.9,11.17,0.0
MPHASIS,MphasiS Limited,-3.78,-5.75,1.75,-2.49,0.0
MPSLTD,MPS Limited,14.4,-18.02,-7.04,-3.64,0.0
MRF,MRF Limited,-1.7,-7.32,2.04,2.56,0.0
MRPL,Mangalore Refinery and Petrochemicals Limited,8.57,-9.0,1.49,-1.09,0.0
MSPL,MSP Steel & Power Limited,-14.74,11.82,6.16,4.37,0.0
MSTCLTD,Mstc Limited,1.17,-4.3,-2.88,-3.2,-13.0
MSUMI,Motherson Sumi Wiring India Limited,-12.3,7.94,8.1,3.36,0.0
MTARTECH,Mtar Technologies Limited,-2.87,-0.75,-3.73,-1.17,0.0
MTEDUCARE,MT Educare Limited,2.06,-6.85,13.33,8.57,0.0
MTNL,Mahanagar Telephone Nigam Limited,2.98,2.22,-9.09,-3.93,-13.2
MUFIN,Mufin Green Finance Limited,5.74,3.35,-1.59,-2.9,8.4
MUFTI,Credo Brands Marketing Limited,12.67,0.56,-17.68,-11.77,-3.0
MUKANDLTD,Mukand Limited,-5.56,-0.01,-3.12,-2.81,0.0
MUKKA,Mukka Proteins Limited,16.16,4.14,-10.48,-3.77,0.0
MUKTAARTS,Mukta Arts Limited,8.19,1.12,8.63,6.23,0.0
MUNJALAU,Munjal Auto Industries Limited,5.07,-0.27,-6.02,-4.86,0.0
MUNJALSHOW,Munjal Showa Limited,-13.73,13.54,-5.1,-2.99,7.6
MURUDCERA,Murudeshwar Ceramics Limited,-5.52,-0.6,3.38,2.07,4.7
MUTHOOTCAP,Muthoot Capital Services Limited,21.94,-19.87,-11.95,-8.48,5.0
MUTHOOTFIN,Muthoot Finance Limited,14.69,-9.93,8.07,6.57,0.0
MUTHOOTMF,Muthoot Microfin Limited,-8.71,0.33,7.43,4.85,7.2
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,5.91,-8.93,1.97,2.1,0.0
MWL,Mangalam Worldwide Limited,11.33,-16.79,11.94,9.76,-8.3
NACLIND,NACL Industries Limited,-4.08,11.64,-5.86,-2.02,0.0
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,-6.22,-8.94,10.0,8.1,0.0
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,3.64,0.33,-4.91,-4.28,0.0
NAGREEKEXP,Nagreeka Exports Limited,14.54,-8.77,-16.33,-12.26,0.0
NAHARCAP,Nahar Capital and Financial Services Limited,-17.28,16.08,1.93,1.83,0.0
NAHARINDUS,Nahar Industrial Enterprises Limited,12.35,-3.75,-0.31,-1.04,8.9
NAHARPOLY,Nahar Poly Films Limited,1.11,3.6,-10.06,-6.86,0.0
NAHARSPING,Nahar Spinning Mills Limited,-34.56,17.89,5.9,5.01,0.0
NAM-INDIA,Nippon Life India Asset Management Limited,-8.33,5.22,0.11,-2.1,5.7
NARMADA,Narmada Agrobase Limited,-0.26,-7.72,-7.37,-5.35,0.0
NATCAPSUQ,Natural Capsules Limited,-19.73,3.15,1.18,-0.13,0.0
NATCOPHARM,Natco Pharma Limited,-0.17,11.59,-3.91,-5.4,-12.0
NATHBIOGEN,Nath Bio-Genes (India) Limited,-5.21,-1.92,-1.19,-4.49,-4.1
NATIONALUM,National Aluminium Company Limited,-3.94,15.6,-9.65,-9.59,0.0
NATIONSTD,National Standard (India) Limited,0.68,2.41,3.19,4.23,-8.2
NAUKRI,Info Edge (India) Limited,-4.58,15.73,-11.6,-5.45,0.0
NAVA,NAVA LIMITED,-7.0,5.72,0.7,-2.4,-8.0
NAVINFLUOR,Navin Fluorine International Limited,18.3,-0.18,-12.87,-9.52,0.0
NAVKARCORP,Navkar Corporation Limited,-23.37,12.44,4.81,4.5,0.0
NAVKARURB,Navkar Urbanstructure Limited,-8.7,0.36,-2.34,3.36,0.0
NAVNETEDUL,Navneet Education Limited,8.17,-12.52,10.64,6.05,0.0
NAZARA,Nazara Technologies Limited,2.55,5.85,-5.18,-2.26,0.0
NBCC,NBCC (India) Limited,-5.77,2.61,9.79,4.76,2.8
NBIFIN,N. B. I. Industrial Finance Company Limited,-9.06,16.53,-9.62,-4.32,0.0
NCC,NCC Limited,9.07,5.95,-11.36,-6.54,0.0
NCLIND,NCL Industries Limited,-8.14,3.95,0.39,1.45,0.0
NDGL,Naga Dhunseri Group Limited,4.71,-14.24,7.77,4.59,10.4
NDL,Nandan Denim Limited,-4.22,4.5,2.37,-0.87,15.0
NDLVENTURE,NDL Ventures Limited,-1.44,-1.56,0.89,0.13,0.0
NDRAUTO,Ndr Auto Components Limited,2.81,-10.68,-6.11,-1.87,-6.6
NDTV,New Delhi Television Limited,1.9,5.81,-1.68,-2.4,0.0
NEAGI,Neelamalai Agro Industries Limited,-10.03,5.33,7.81,5.46,0.0
NECCLTD,North Eastern Carrying Corporation Limited,1.45,-9.44,10.63,6.23,10.0
NECLIFE,Nectar Lifesciences Limited,19.8,-16.8,-3.81,0.76,9.7
NELCAST,Nelcast Limited,18.39,-13.54,-3.04,-3.53,0.0
NELCO,NELCO Limited,7.84,3.34,-11.7,-5.6,-13.3
NEOGEN,Neogen Chemicals Limited,-9.56,5.35,3.33,0.36,0.0
NEPHROPLUS,Nephrocare Health Services Limited,-2.98,1.34,-7.66,-3.14,0.0
NESCO,Nesco Limited,-18.79,17.67,3.68,2.39,0.0
NESTLEIND,Nestle India Limited,10.28,-13.73,-3.12,0.22,5.7
NETWEB,Netweb Technologies India Limited,3.03,-6.19,10.59,9.42,-13.3
NETWORK18,Network18 Media & Investments Limited,0.96,4.46,-11.8,-9.16,-6.2
NEUEON,Neueon Corporation Limited,12.21,-0.08,1.31,2.19,0.0
NEULANDLAB,Neuland Laboratories Limited,32.21,-13.47,-19.89,-16.4,0.0
NEWGEN,Newgen Software Technologies Limited,2.1,-4.53,-0.26,-1.36,0.0
NEXTMEDIA,Next Mediaworks Limited,-7.39,6.99,-5.46,-5.67,0.0
NFL,National Fertilizers Limited,9.23,-7.36,-0.14,0.87,0.0
NGIL,Nakoda Group of Industries Limited,5.83,12.09,-9.74,-2.61,0.0
NGLFINE,NGL Fine-Chem Limited,-9.6,6.4,4.58,4.39,0.0
NH,Narayana Hrudayalaya Ltd.,-17.06,12.54,3.52,3.91,0.0
NHPC,NHPC Limited,-4.1,-8.25,-1.98,-0.85,1.3
NIACL,The New India Assurance Company Limited,26.55,-6.44,-10.18,-8.09,8.7
NIBE,NIBE Limited,19.29,-4.82,-9.54,-6.84,0.0
NIBL,NRB Industrial Bearings Limited,3.83,-3.61,2.04,-3.56,-2.9
NIITLTD,NIIT Limited,17.14,-16.43,0.42,-1.97,3.1
NIITMTS,NIIT Learning Systems Limited,-6.7,3.91,14.94,12.27,0.0
NILAINFRA,Nila Infrastructures Limited,3.29,-0.47,-4.38,-2.82,0.0
NILASPACES,Nila Spaces Limited,19.79,-13.1,3.31,1.27,0.0
NILE,Nile Limited,12.33,-3.68,-9.55,-3.59,9.4
NILKAMAL,Nilkamal Limited,0.31,-6.89,-5.22,-4.02,0.0
NIMBSPROJ,Nimbus Projects Limited,-1.21,-10.0,4.37,0.54,0.0
NINSYS,NINtec Systems Limited,16.7,-4.22,-9.08,-6.98,0.0
NIPPOBATRY,Indo-National Limited,-10.12,8.07,7.97,6.03,0.0
NIRAJ,Niraj Cement Structurals Limited,8.17,-8.59,-7.76,-2.34,0.0
NIRAJISPAT,Niraj Ispat Industries Limited,-9.36,14.1,-11.25,-10.27,0.0
NIRLON,Nirlon Limited,-6.98,8.25,-9.67,-9.49,-8.4
NITCO,Nitco Limited,-1.43,1.79,-8.8,-0.24,0.0
NITINSPIN,Nitin Spinners Limited,-11.71,16.79,-6.58,-6.61,0.0
NITIRAJ,Nitiraj Engineers Limited,2.26,-10.3,10.24,3.08,2.0
NITTAGELA,Nitta Gelatin India Limited,0.31,5.26,1.59,-0.19,0.0
NIVABUPA,Niva Bupa Health Insurance Company Limited,-5.99,7.17,-3.1,-1.26,-13.3
NKIND,NK Industries Limited,4.23,-9.36,5.78,1.45,0.0
NLCINDIA,NLC India Limited,-1.22,2.52,-10.91,-4.99,0.0
NMDC,NMDC Limited,29.98,-18.05,1.3,-0.59,0.0
NOCIL,NOCIL Limited,1.61,-10.9,0.69,2.5,-4.4
NOIDATOLL,Noida Toll Bridge Company Limited,17.3,-17.65,-4.48,-3.54,-6.7
NORBTEAEXP,Norben Tea & Exports Limited,-6.42,8.5,-5.68,-4.83,0.0
NORTHARC,Northern Arc Capital Limited,-1.93,6.11,-10.67,-9.0,0.0
NOVAAGRI,Nova Agritech Limited,-9.16,8.95,4.43,3.56,7.0
NOVARTIND,Novartis India Limited,-10.83,-5.21,8.13,7.22,0.0
NPST,Network People Services Technologies Limited,8.48,1.01,4.03,3.37,0.0
NRAIL,N R Agarwal Industries Limited,1.14,2.33,1.91,1.28,0.0
NRBBEARING,NRB Bearing Limited,-16.1,13.7,2.33,2.67,0.0
NRL,Nupur Recyclers Limited,8.27,2.08,-12.27,-8.21,-10.0
NSIL,Nalwa Sons Investments Limited,3.13,-4.9,-0.11,1.5,0.0
NSLNISP,NMDC Steel Limited,16.91,-3.57,-8.69,-4.4,0.0
NTPC,NTPC Limited,1.76,-4.29,-1.02,0.99,0.0
NTPCGREEN,NTPC Green Energy Limited,-9.57,1.56,9.34,5.45,0.0
NUCLEUS,Nucleus Software Exports Limited,8.0,-1.62,-4.5,-1.64,9.4
NURECA,Nureca Limited,-13.69,13.13,-3.67,-3.7,0.0
NUVAMA,Nuvama Wealth Management Limited,14.25,-11.15,-1.37,0.12,0.0
NUVOCO,Nuvoco Vistas Corporation Limited,10.3,4.59,-5.88,-2.64,0.0
NYKAA,FSN E-Commerce Ventures Limited,-10.96,0.59,8.43,6.86,0.0
OAL,Oriental Aromatics Limited,-12.09,10.3,-5.46,-2.62,0.0
OBCL,Orissa Bengal Carrier Limited,24.95,1.18,-11.18,-7.97,0.0
OBEROIRLTY,Oberoi Realty Limited,-2.96,-5.28,-1.93,1.97,-14.6
OCCLLTD,OCCL Limited,1.7,0.45,3.23,1.56,0.0
ODIGMA,Odigma Consultancy Solutions Limited,7.45,-5.69,5.75,4.74,0.0
OFSS,Oracle Financial Services Software Limited,-3.22,4.92,0.86,-1.64,0.0
OIL,Oil India Limited,0.42,-1.6,-0.08,-0.45,-6.7
OILCOUNTUB,Oil Country Tubular Limited,7.97,-10.95,3.13,1.72,0.0
OLAELEC,Ola Electric Mobility Limited,8.25,1.67,-8.81,-5.8,0.0
OLECTRA,Olectra Greentech Limited,0.55,6.23,-7.61,-3.6,5.6
OMAXAUTO,Omax Autos Limited,-9.11,1.16,6.38,1.97,0.0
OMAXE,Omaxe Limited,-11.9,3.56,0.78,-1.22,0.0
OMFREIGHT,Om Freight Forwarders Limited,19.0,-4.96,-5.74,-5.53,0.0
OMINFRAL,OM INFRA LIMITED,-12.22,3.56,5.36,7.61,6.4
OMNI,Omnitech Engineering Limited,-21.17,9.74,4.08,2.76,0.0
OMPOWER,Om Power Transmission Limited,15.65,-14.29,2.5,2.88,-13.4
ONELIFECAP,Onelife Capital Advisors Limited,-1.58,2.78,-2.71,-0.33,0.0
ONEPOINT,One Point One Solutions Limited,0.29,1.94,-6.16,-4.2,0.0
ONESOURCE,Onesource Specialty Pharma Limited,10.97,-2.31,-8.89,-6.43,0.0
ONGC,Oil & Natural Gas Corporation Limited,-12.74,11.02,4.05,1.05,0.0
ONIDA,Onida Electronics Limited,0.01,0.28,-2.02,-0.7,0.0
ONMOBILE,OnMobile Global Limited,-0.45,16.54,-13.58,-11.69,1.9
ONWARDTEC,Onward Technologies Limited,24.36,-15.7,6.5,-0.28,0.0
OPTIEMUS,Optiemus Infracom Limited,-4.11,6.17,-5.48,-2.74,0.0
ORBTEXP,Orbit Exports Limited,-17.14,7.47,1.86,2.76,-15.0
ORCHASP,Orchasp Limited,9.91,-6.01,0.7,-1.94,0.0
ORCHPHARMA,Orchid Pharma Limited,16.7,-5.85,-10.54,-5.47,0.0
ORICONENT,Oricon Enterprises Limited,-24.74,20.29,6.96,8.48,0.0
ORIENTALTL,Oriental Trimex Limited,-12.71,8.95,0.72,0.66,0.0
ORIENTBELL,Orient Bell Limited,6.98,0.88,-3.53,-2.11,0.0
ORIENTCEM,Orient Cement Limited,0.23,5.68,-0.57,-1.42,0.0
ORIENTCER,ORIENT CERATECH LIMITED,9.04,-13.73,-1.0,-1.83,0.0
ORIENTELEC,Orient Electric Limited,-5.96,3.16,-0.47,1.42,0.0
ORIENTHOT,Oriental Hotels Limited,-6.52,-3.68,-3.32,-5.25,9.4
ORIENTLTD,Orient Press Limited,1.19,-6.59,5.12,5.42,0.0
ORIENTPPR,Orient Paper & Industries Limited,4.12,-0.21,6.81,4.34,-2.8
ORIENTTECH,Orient Technologies Limited,14.66,-7.68,-2.77,-3.29,0.0
ORISSAMINE,The Orissa Minerals Development Company Limited,-8.92,10.19,0.33,-4.83,0.0
ORKLAINDIA,Orkla India Limited,0.1,6.27,-8.13,-4.76,-9.2
ORTEL,Ortel Communications Limited,-15.16,15.3,10.57,6.61,0.0
ORTINGLOBE,ORTIN GLOBAL LIMITED,-2.54,-2.3,3.3,3.26,0.0
OSIAHYPER,Osia Hyper Retail Limited,-3.18,2.85,-5.15,-1.58,1.1
OSWALAGRO,Oswal Agro Mills Limited,-1.12,12.34,-11.22,-8.15,0.0
OSWALGREEN,Oswal Greentech Limited,-1.5,-20.85,16.33,9.66,2.1
OSWALPUMPS,Oswal Pumps Limited,-9.21,1.5,-3.51,-1.06,0.0
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,-1.3,1.12,0.6,0.02,-5.8
PACEDIGITK,Pace Digitek Limited,12.82,-3.25,0.86,2.48,-8.5
PAGEIND,Page Industries Limited,-5.6,8.34,-2.56,-1.58,0.0
PAISALO,Paisalo Digital Limited,0.61,3.13,0.57,0.88,0.0
PAKKA,PAKKA LIMITED,14.08,-14.58,7.18,4.8,0.0
PALASHSECU,Palash Securities Limited,-1.84,4.33,0.21,-0.26,-10.7
PALREDTEC,Palred Technologies Limited,-7.65,-4.16,2.33,4.49,0.0
PANACEABIO,Panacea Biotec Limited,-15.22,2.53,4.78,2.48,0.0
PANACHE,Panache Digilife Limited,14.84,-0.26,-2.07,-1.25,0.0
PANAMAPET,Panama Petrochem Limited,-2.29,-9.62,5.18,4.69,0.0
PANSARI,Pansari Developers Limited,-7.62,-7.41,7.21,6.21,0.0
PAR,Par Drugs And Chemicals Limited,-7.17,-0.02,11.03,3.81,0.0
PARACABLES,Paramount Communications Limited,0.7,-1.87,-2.27,-0.5,9.7
PARADEEP,Paradeep Phosphates Limited,-3.13,17.16,-15.41,-6.95,0.0
PARAGMILK,Parag Milk Foods Limited,5.82,7.47,-6.81,-3.38,0.0
PARAS,Paras Defence and Space Technologies Limited,21.26,-7.74,-0.24,-1.26,0.0
PARASPETRO,Paras Petrofils Limited,5.66,5.62,-1.72,2.59,3.3
PARKHOSPS,Park Medi World Limited,-12.63,13.08,0.7,0.55,0.0
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,0.72,3.29,-0.4,-2.54,-13.2
PARSVNATH,Parsvnath Developers Limited,-7.58,16.88,-9.62,-5.22,14.8
PASHUPATI,Pashupati Cotspin Limited,8.93,0.03,4.8,1.84,5.8
PASUPTAC,Pasupati Acrylon Limited,-11.65,8.74,-1.09,-1.51,-11.6
PATANJALI,Patanjali Foods Limited,-17.34,3.32,15.05,6.98,0.0
PATELENG,Patel Engineering Limited,-10.77,-11.0,6.27,5.26,0.0
PATELRMART,Patel Retail Limited,14.35,-13.53,-0.77,-0.8,0.0
PATINTLOG,Patel Integrated Logistics Limited,-17.3,13.25,2.25,1.51,-13.1
PAUSHAKLTD,Paushak Limited,7.27,-3.04,-14.16,-8.42,0.0
PAVNAIND,Pavna Industries Limited,8.97,-0.83,-2.62,0.85,11.5
PAYTM,One 97 Communications Limited,-9.11,1.58,4.74,5.18,5.0
PCBL,PCBL Chemical Limited,-6.55,2.81,4.93,6.13,0.0
PCJEWELLER,PC Jeweller Limited,-8.82,8.95,0.65,0.46,-9.3
PDMJEPAPER,Pudumjee Paper Products Limited,1.81,-16.71,6.46,8.87,0.0
PDSL,PDS Limited,2.31,-12.76,4.5,1.57,0.0
PEARLPOLY,Pearl Polymers Limited,7.6,-5.74,-2.43,-7.71,7.6
PENIND,Pennar Industries Limited,-2.82,-5.5,-6.98,-4.86,0.0
PENINLAND,Peninsula Land Limited,-3.01,-4.79,2.57,1.07,0.0
PERSISTENT,Persistent Systems Limited,-6.98,5.67,11.4,9.65,0.0
PETRONET,Petronet LNG Limited,6.13,-10.32,2.88,1.6,0.0
PFC,Power Finance Corporation Limited,4.15,-5.35,-2.67,-0.18,0.0
PFIZER,Pfizer Limited,-10.53,5.83,-0.96,0.21,0.0
PFOCUS,Prime Focus Limited,-18.23,14.21,-4.19,-3.62,0.0
PFS,PTC India Financial Services Limited,-15.58,-5.86,8.74,6.28,15.0
PGEL,PG Electroplast Limited,-3.19,14.64,1.17,0.46,13.8
PGHH,Procter & Gamble Hygiene and Health Care Limited,10.89,-21.69,1.47,-0.72,0.0
PGHL,Procter & Gamble Health Limited,6.37,-14.01,6.72,4.96,0.0
PGIL,Pearl Global Industries Limited,-2.17,10.33,1.37,-1.03,0.0
PHOENIXLTD,The Phoenix Mills Limited,-3.85,4.5,-5.45,-4.62,0.0
PICCADIL,Piccadily Agro Industries Limited,-4.35,8.45,-3.72,-1.65,11.6
PIDILITIND,Pidilite Industries Limited,8.3,-8.37,6.72,4.51,0.0
PIGL,Power & Instrumentation (Gujarat) Limited,-1.25,-1.51,5.7,4.19,0.0
PIIND,PI Industries Limited,8.41,-3.04,5.66,3.65,0.0
PILANIINVS,Pilani Investment and Industries Corporation Limited,-7.46,3.68,1.38,-0.83,8.8
PILITA,PIL ITALICA LIFESTYLE LIMITED,6.17,-0.03,-8.92,-7.45,0.0
PINELABS,Pine Labs Limited,-2.67,0.47,-1.72,-1.9,0.0
PIONEEREMB,Pioneer Embroideries Limited,-1.5,12.22,-8.41,-4.96,0.0
PIONRINV,Pioneer Investcorp Limited,7.5,-7.04,-5.05,-2.21,0.0
PIRAMALFIN,Piramal Finance Limited,-10.41,9.03,-4.1,-3.51,0.0
PITTIENG,Pitti Engineering Limited,-13.85,-7.62,12.44,7.41,2.7
PIXTRANS,Pix Transmissions Limited,4.77,0.36,-8.67,-3.25,0.0
PKTEA,The Peria Karamalai Tea & Produce Company Limited,4.99,-14.5,-3.24,-2.01,-14.2
PLASTIBLEN,Plastiblends India Limited,-7.75,11.05,-7.8,-4.54,0.0
PLATIND,Platinum Industries Limited,17.75,-0.33,-17.54,-12.63,5.1
PLAZACABLE,Plaza Wires Limited,-13.54,8.79,7.89,3.04,0.0
PML,Paul Merchants Limited,-25.56,10.68,5.25,2.2,0.0
PNB,Punjab National Bank,0.01,2.46,5.95,4.87,-0.9
PNBGILTS,PNB Gilts Limited,13.14,-3.38,-18.1,-12.94,9.8
PNBHOUSING,PNB Housing Finance Limited,-22.29,3.16,12.55,5.53,0.0
PNC,Pritish Nandy Communications Limited,3.44,0.18,3.81,4.5,0.0
PNCINFRA,PNC Infratech Limited,9.77,6.12,-14.67,-5.86,0.0
PNGJL,P N Gadgil Jewellers Limited,15.06,-14.9,-3.4,-6.65,0.0
PNGSREVA,PNGS Reva Diamond Jewellery Limited,-19.49,6.87,6.48,2.69,0.0
POCL,Pondy Oxides & Chemicals Limited,-8.28,20.72,1.57,-0.06,0.0
PODDARMENT,Poddar Pigments Limited,12.36,-12.32,-5.77,-5.85,0.0
POKARNA,Pokarna Limited,19.06,-4.32,-4.14,-1.67,0.0
POLICYBZR,PB Fintech Limited,2.49,-3.54,0.01,-1.46,-2.2
POLYCAB,Polycab India Limited,-11.03,-4.02,12.21,8.4,0.0
POLYMED,Poly Medicure Limited,7.01,12.1,-6.75,-4.81,0.0
POLYPLEX,Polyplex Corporation Limited,-8.75,9.27,-9.06,-5.29,0.0
PONNIERODE,Ponni Sugars (Erode) Limited,-6.08,2.67,10.81,6.64,0.0
POONAWALLA,Poonawalla Fincorp Limited,12.2,2.43,-15.95,-13.45,-5.9
POWERGRID,Power Grid Corporation of India Limited,4.54,4.16,-8.3,-6.82,0.0
POWERICA,Powerica Limited,8.25,-15.09,8.76,4.12,0.0
POWERINDIA,Hitachi Energy India Limited,8.35,-2.3,-12.61,-7.24,0.0
POWERMECH,Power Mech Projects Limited,-4.95,10.96,-8.26,-7.85,0.0
PPAP,PPAP Automotive Limited,13.01,7.92,-15.24,-8.3,0.0
PPL,Prakash Pipes Limited,5.24,4.98,-7.87,-3.81,0.0
PPLPHARMA,Piramal Pharma Limited,26.55,-2.86,-9.54,-5.55,0.0
PRABHA,Prabha Energy Limited,11.12,-16.35,-4.77,-3.57,0.0
PRADPME,Pradeep Metals Limited,-2.67,2.55,-11.35,-5.55,0.0
PRAENG,Prajay Engineers Syndicate Limited,4.16,12.4,-13.14,-8.47,1.1
PRAJIND,Praj Industries Limited,-6.27,1.43,3.36,2.36,0.0
PRAKASH,Prakash Industries Limited,-10.55,12.82,2.52,4.68,0.0
PRAKASHSTL,Prakash Steelage Limited,9.64,-7.53,-2.07,-0.08,0.0
