Symbol,Company Name,Promoter Delta %,FII Delta %,DII Delta %,Mutual Fund Delta %,Pledge Delta %
RBA,Restaurant Brands Asia Limited,0.0,0.0,0.0,0.0,0.0
RBLBANK,RBL Bank Limited,0.0,0.0,0.0,0.0,0.0
RBZJEWEL,RBZ Jewellers Limited,0.0,0.0,0.0,0.0,0.0
RCF,Rashtriya Chemicals and Fertilizers Limited,0.0,0.0,0.0,0.0,0.0
RCOM,Reliance Communications Limited,0.0,0.0,0.0,0.0,0.0
RECLTD,REC Limited,0.0,0.0,0.0,0.0,0.0
REDINGTON,Redington Limited,0.0,0.0,0.0,0.0,0.0
REDTAPE,Redtape Limited,0.0,0.0,0.0,0.0,0.0
REFEX,Refex Industries Limited,0.0,0.0,0.0,0.0,0.0
REGAAL,Regaal Resources Limited,0.0,0.0,0.0,0.0,0.0
REGENCERAM,Regency Ceramics Limited,0.0,0.0,0.0,0.0,0.0
RELAXO,Relaxo Footwears Limited,0.0,0.0,0.0,0.0,0.0
RELCHEMQ,Reliance Chemotex Industries Limited,0.0,0.0,0.0,0.0,0.0
RELIABLE,Reliable Data Services Limited,0.0,0.0,0.0,0.0,0.0
RELIANCE,Reliance Industries Limited,0.0,0.0,0.0,0.0,0.0
RELIGARE,Religare Enterprises Limited,0.0,0.0,0.0,0.0,0.0
RELINFRA,Reliance Infrastructure Limited,0.0,0.0,0.0,0.0,0.0
RELTD,Ravindra Energy Limited,0.0,0.0,0.0,0.0,0.0
REMSONSIND,Remsons Industries Limited,0.0,0.0,0.0,0.0,0.0
RENUKA,Shree Renuka Sugars Limited,0.0,0.0,0.0,0.0,0.0
REPCOHOME,Repco Home Finance Limited,0.0,0.0,0.0,0.0,0.0
REPL,Rudrabhishek Enterprises Limited,0.0,0.0,0.0,0.0,0.0
REPRO,Repro India Limited,0.0,0.0,0.0,0.0,0.0
RESPONIND,Responsive Industries Limited,0.0,0.0,0.0,0.0,0.0
RETAIL,JHS Svendgaard Retail Ventures Limited,0.0,0.0,0.0,0.0,0.0
RGL,Renaissance Global Limited,0.0,0.0,0.0,0.0,0.0
RHETAN,Rhetan TMT Limited,0.0,0.0,0.0,0.0,0.0
RHFL,Reliance Home Finance Limited,0.0,0.0,0.0,0.0,0.0
RHIM,RHI MAGNESITA INDIA LIMITED,0.0,0.0,0.0,0.0,0.0
RHL,Robust Hotels Limited,0.0,0.0,0.0,0.0,0.0
RICOAUTO,Rico Auto Industries Limited,0.0,0.0,0.0,0.0,0.0
RIIL,Reliance Industrial Infrastructure Limited,0.0,0.0,0.0,0.0,0.0
RISHABH,Rishabh Instruments Limited,0.0,0.0,0.0,0.0,0.0
RITCO,Ritco Logistics Limited,0.0,0.0,0.0,0.0,0.0
RITES,RITES Limited,0.0,0.0,0.0,0.0,0.0
RKDL,Ravi Kumar Distilleries Limited,0.0,0.0,0.0,0.0,0.0
RKEC,RKEC Projects Limited,0.0,0.0,0.0,0.0,0.0
RKFORGE,Ramkrishna Forgings Limited,0.0,0.0,0.0,0.0,0.0
RKSWAMY,R K Swamy Limited,0.0,0.0,0.0,0.0,0.0
RMC,RMC Switchgears Limited,0.0,0.0,0.0,0.0,0.0
RMDRIP,R M Drip and Sprinklers Systems Limited,0.0,0.0,0.0,0.0,0.0
RML,Rane (Madras) Limited,0.0,0.0,0.0,0.0,0.0
RNBDENIMS,R&B Denims Limited,0.0,0.0,0.0,0.0,0.0
ROHLTD,Royal Orchid Hotels Limited,0.0,0.0,0.0,0.0,0.0
ROLEXRINGS,Rolex Rings Limited,0.0,0.0,0.0,0.0,0.0
ROLLT,Rollatainers Limited,0.0,0.0,0.0,0.0,0.0
ROML,Raj Oil Mills Limited,0.0,0.0,0.0,0.0,0.0
ROSSARI,Rossari Biotech Limited,0.0,0.0,0.0,0.0,0.0
ROSSELLIND,Rossell India Limited,0.0,0.0,0.0,0.0,0.0
ROSSTECH,Rossell Techsys Limited,0.0,0.0,0.0,0.0,0.0
ROTO,Roto Pumps Limited,0.0,0.0,0.0,0.0,0.0
ROUTE,ROUTE MOBILE LIMITED,0.0,0.0,0.0,0.0,0.0
RPEL,Raghav Productivity Enhancers Limited,0.0,0.0,0.0,0.0,0.0
RPGLIFE,RPG Life Sciences Limited,0.0,0.0,0.0,0.0,0.0
RPOWER,Reliance Power Limited,0.0,0.0,0.0,0.0,0.0
RPPINFRA,R.P.P. Infra Projects Limited,0.0,0.0,0.0,0.0,0.0
RPPL,Rajshree Polypack Limited,0.0,0.0,0.0,0.0,0.0
RPSGVENT,RPSG VENTURES LIMITED,0.0,0.0,0.0,0.0,0.0
RPTECH,Rashi Peripherals Limited,0.0,0.0,0.0,0.0,0.0
RRIL,RRIL Limited,0.0,0.0,0.0,0.0,0.0
RRKABEL,R R Kabel Limited,0.0,0.0,0.0,0.0,0.0
RSDFIN,RSD Finance Limited,0.0,0.0,0.0,0.0,0.0
RSL,Rajputana Stainless Limited,0.0,0.0,0.0,0.0,0.0
RSSOFTWARE,R. S. Software (India) Limited,0.0,0.0,0.0,0.0,0.0
RSWM,RSWM Limited,0.0,0.0,0.0,0.0,0.0
RSYSTEMS,R Systems International Limited,0.0,0.0,0.0,0.0,0.0
RTNINDIA,RattanIndia Enterprises Limited,0.0,0.0,0.0,0.0,0.0
RTNPOWER,RattanIndia Power Limited,0.0,0.0,0.0,0.0,0.0
RUBFILA,Rubfila International Limited,0.0,0.0,0.0,0.0,0.0
RUBICON,Rubicon Research Limited,0.0,0.0,0.0,0.0,0.0
RUBYMILLS,The Ruby Mills Limited,0.0,0.0,0.0,0.0,0.0
RUCHINFRA,Ruchi Infrastructure Limited,0.0,0.0,0.0,0.0,0.0
RUCHIRA,Ruchira Papers Limited,0.0,0.0,0.0,0.0,0.0
RUDRA,Rudra Global Infra Products Limited,0.0,0.0,0.0,0.0,0.0
RUPA,Rupa & Company Limited,0.0,0.0,0.0,0.0,0.0
RUSHIL,Rushil Decor Limited,0.0,0.0,0.0,0.0,0.0
RUSTOMJEE,Keystone Realtors Limited,0.0,0.0,0.0,0.0,0.0
RVHL,Ravinder Heights Limited,0.0,0.0,0.0,0.0,0.0
RVNL,Rail Vikas Nigam Limited,0.0,0.0,0.0,0.0,0.0
RVTH,Revathi Equipment India Limited,0.0,0.0,0.0,0.0,0.0
S&SPOWER,S&S Power Switchgears Limited,0.0,0.0,0.0,0.0,0.0
SAATVIKGL,Saatvik Green Energy Limited,0.0,0.0,0.0,0.0,0.0
SABEVENTS,Sab Events & Governance Now Media Limited,0.0,0.0,0.0,0.0,0.0
SADBHAV,Sadbhav Engineering Limited,0.0,0.0,0.0,0.0,0.0
SADBHIN,Sadbhav Infrastructure Project Limited,0.0,0.0,0.0,0.0,0.0
SADHNANIQ,Sadhana Nitrochem Limited,0.0,0.0,0.0,0.0,0.0
SAFARI,Safari Industries (India) Limited,0.0,0.0,0.0,0.0,0.0
SAGARDEEP,Sagardeep Alloys Limited,0.0,0.0,0.0,0.0,0.0
SAGCEM,Sagar Cements Limited,0.0,0.0,0.0,0.0,0.0
SAGILITY,SAGILITY LIMITED,0.0,0.0,0.0,0.0,0.0
SAHLIBHFI,Shalibhadra Finance Limited,0.0,0.0,0.0,0.0,0.0
SAHYADRI,Sahyadri Industries Limited,0.0,0.0,0.0,0.0,0.0
SAIL,Steel Authority of India Limited,0.0,0.0,0.0,0.0,0.0
SAILIFE,Sai Life Sciences Limited,0.0,0.0,0.0,0.0,0.0
SAIPARENT,Sai Parenterals Limited,0.0,0.0,0.0,0.0,0.0
SAKAR,Sakar Healthcare Limited,0.0,0.0,0.0,0.0,0.0
SAKHTISUG,Sakthi Sugars Limited,0.0,0.0,0.0,0.0,0.0
SAKSOFT,Saksoft Limited,0.0,0.0,0.0,0.0,0.0
SAKUMA,Sakuma Exports Limited,0.0,0.0,0.0,0.0,0.0
SALASAR,Salasar Techno Engineering Limited,0.0,0.0,0.0,0.0,0.0
SALONA,Salona Cotspin Limited,0.0,0.0,0.0,0.0,0.0
SALSTEEL,S.A.L. Steel Limited,0.0,0.0,0.0,0.0,0.0
SALZERELEC,Salzer Electronics Limited,0.0,0.0,0.0,0.0,0.0
SAMBHAAV,Sambhaav Media Limited,0.0,0.0,0.0,0.0,0.0
SAMBHV,Sambhv Steel Tubes Limited,0.0,0.0,0.0,0.0,0.0
SAMHI,Samhi Hotels Limited,0.0,0.0,0.0,0.0,0.0
SAMMAANCAP,Sammaan Capital Limited,0.0,0.0,0.0,0.0,0.0
SAMPANN,Sampann Utpadan India Limited,0.0,0.0,0.0,0.0,0.0
SANATHAN,Sanathan Textiles Limited,0.0,0.0,0.0,0.0,0.0
SANDESH,The Sandesh Limited,0.0,0.0,0.0,0.0,0.0
SANDHAR,Sandhar Technologies Limited,0.0,0.0,0.0,0.0,0.0
SANDUMA,Sandur Manganese & Iron Ores Limited,0.0,0.0,0.0,0.0,0.0
SANGAMIND,Sangam (India) Limited,0.0,0.0,0.0,0.0,0.0
SANGHVIMOV,Sanghvi Movers Limited,0.0,0.0,0.0,0.0,0.0
SANGINITA,Sanginita Chemicals Limited,0.0,0.0,0.0,0.0,0.0
SANOFI,Sanofi India Limited,0.0,0.0,0.0,0.0,0.0
SANOFICONR,Sanofi Consumer Healthcare India Limited,0.0,0.0,0.0,0.0,0.0
SANSERA,Sansera Engineering Limited,0.0,0.0,0.0,0.0,0.0
SANSTAR,Sanstar Limited,0.0,0.0,0.0,0.0,0.0
SANWARIA,Sanwaria Consumer Limited,0.0,0.0,0.0,0.0,0.0
SAPPHIRE,Sapphire Foods India Limited,0.0,0.0,0.0,0.0,0.0
SAPPL,Shree Ajit Pulp & Paper Limited,0.0,0.0,0.0,0.0,0.0
SARDAEN,Sarda Energy & Minerals Limited,0.0,0.0,0.0,0.0,0.0
SAREGAMA,Saregama India Limited,0.0,0.0,0.0,0.0,0.0
SARLAPOLY,Sarla Performance Fibers Limited,0.0,0.0,0.0,0.0,0.0
SARVESHWAR,Sarveshwar Foods Limited,0.0,0.0,0.0,0.0,0.0
SASKEN,Sasken Technologies Limited,0.0,0.0,0.0,0.0,0.0
SATIA,Satia Industries Limited,0.0,0.0,0.0,0.0,0.0
SATIN,Satin Creditcare Network Limited,0.0,0.0,0.0,0.0,0.0
SAURASHCEM,Saurashtra Cement Limited,0.0,0.0,0.0,0.0,0.0
SAYAJIHOTL,Sayaji Hotels Limited,0.0,0.0,0.0,0.0,0.0
SBC,SBC Exports Limited,0.0,0.0,0.0,0.0,0.0
SBCL,Shivalik Bimetal Controls Limited,0.0,0.0,0.0,0.0,0.0
SBFC,SBFC Finance Limited,0.0,0.0,0.0,0.0,0.0
SBGLP,Suratwwala Business Group Limited,0.0,0.0,0.0,0.0,0.0
SBICARD,SBI Cards and Payment Services Limited,0.0,0.0,0.0,0.0,0.0
SBILIFE,SBI Life Insurance Company Limited,0.0,0.0,0.0,0.0,0.0
SBIN,State Bank of India,0.0,0.0,0.0,0.0,0.0
SCANSTL,Scan Steels Limited,0.0,0.0,0.0,0.0,0.0
SCHAEFFLER,Schaeffler India Limited,0.0,0.0,0.0,0.0,0.0
SCHAND,S Chand And Company Limited,0.0,0.0,0.0,0.0,0.0
SCHNEIDER,Schneider Electric Infrastructure Limited,0.0,0.0,0.0,0.0,0.0
SCI,Shipping Corporation Of India Limited,0.0,0.0,0.0,0.0,0.0
SCILAL,Shipping Corporation of India Land and Assets Limited,0.0,0.0,0.0,0.0,0.0
SCODATUBES,Scoda Tubes Limited,0.0,0.0,0.0,0.0,0.0
SCPL,Sheetal Cool Products Limited,0.0,0.0,0.0,0.0,0.0
SDBL,Som Distilleries & Breweries Limited,0.0,0.0,0.0,0.0,0.0
SEAMECLTD,Seamec Limited,0.0,0.0,0.0,0.0,0.0
SECMARK,SecMark Consultancy Limited,0.0,0.0,0.0,0.0,0.0
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,0.0,0.0,0.0,0.0,0.0
SEDEMAC,SEDEMAC Mechatronics Limited,0.0,0.0,0.0,0.0,0.0
SEIL,Shanti Educational Initiatives Limited,0.0,0.0,0.0,0.0,0.0
SEJALLTD,Sejal Glass Limited,0.0,0.0,0.0,0.0,0.0
SELMC,SEL Manufacturing Company Limited,0.0,0.0,0.0,0.0,0.0
SEMAC,Semac Construction Limited,0.0,0.0,0.0,0.0,0.0
SENCO,Senco Gold Limited,0.0,0.0,0.0,0.0,0.0
SENORES,Senores Pharmaceuticals Limited,0.0,0.0,0.0,0.0,0.0
SEPC,SEPC Limited,0.0,0.0,0.0,0.0,0.0
SERVOTECH,Servotech Renewable Power System Limited,0.0,0.0,0.0,0.0,0.0
SESHAPAPER,Seshasayee Paper and Boards Limited,0.0,0.0,0.0,0.0,0.0
SETCO,Setco Automotive Limited,0.0,0.0,0.0,0.0,0.0
SETL,Standard Engineering Technology Limited,0.0,0.0,0.0,0.0,0.0
SETUINFRA,Setubandhan Infrastructure Limited,0.0,0.0,0.0,0.0,0.0
SEYAIND,Seya Industries Limited,0.0,0.0,0.0,0.0,0.0
SFL,Sheela Foam Limited,0.0,0.0,0.0,0.0,0.0
SGFIN,SG Finserve Limited,0.0,0.0,0.0,0.0,0.0
SGIL,Synergy Green Industries Limited,0.0,0.0,0.0,0.0,0.0
SGL,STL Global Limited,0.0,0.0,0.0,0.0,0.0
SGMART,SG Mart Limited,0.0,0.0,0.0,0.0,0.0
SHADOWFAX,Shadowfax Technologies Limited,0.0,0.0,0.0,0.0,0.0
SHAH,Shah Metacorp Limited,0.0,0.0,0.0,0.0,0.0
SHAHALLOYS,Shah Alloys Limited,0.0,0.0,0.0,0.0,0.0
SHAILY,Shaily Engineering Plastics Limited,0.0,0.0,0.0,0.0,0.0
SHAKTIPUMP,Shakti Pumps (India) Limited,0.0,0.0,0.0,0.0,0.0
SHALBY,Shalby Limited,0.0,0.0,0.0,0.0,0.0
SHALPAINTS,Shalimar Paints Limited,0.0,0.0,0.0,0.0,0.0
SHANKARA,Shankara Building Products Limited,0.0,0.0,0.0,0.0,0.0
SHANTI,Shanti Overseas (India) Limited,0.0,0.0,0.0,0.0,0.0
SHANTIGEAR,Shanthi Gears Limited,0.0,0.0,0.0,0.0,0.0
SHANTIGOLD,Shanti Gold International Limited,0.0,0.0,0.0,0.0,0.0
SHARDACROP,Sharda Cropchem Limited,0.0,0.0,0.0,0.0,0.0
SHARDAMOTR,Sharda Motor Industries Limited,0.0,0.0,0.0,0.0,0.0
SHARDUL,Shardul Securities Limited,0.0,0.0,0.0,0.0,0.0
SHAREINDIA,Share India Securities Limited,0.0,0.0,0.0,0.0,0.0
SHBAJRG,Shri Bajrang Alliance Limited,0.0,0.0,0.0,0.0,0.0
SHEKHAWATI,Shekhawati Industries Limited,0.0,0.0,0.0,0.0,0.0
SHEMAROO,Shemaroo Entertainment Limited,0.0,0.0,0.0,0.0,0.0
SHILCTECH,Shilchar Technologies Limited,0.0,0.0,0.0,0.0,0.0
SHILPAMED,Shilpa Medicare Limited,0.0,0.0,0.0,0.0,0.0
SHINDL,Sharat Industries Limited,0.0,0.0,0.0,0.0,0.0
SHIVALIK,Shivalik Rasayan Limited,0.0,0.0,0.0,0.0,0.0
SHIVAMAUTO,Shivam Autotech Limited,0.0,0.0,0.0,0.0,0.0
SHIVAMILLS,Shiva Mills Limited,0.0,0.0,0.0,0.0,0.0
SHIVATEX,Shiva Texyarn Limited,0.0,0.0,0.0,0.0,0.0
SHIVAUM,Shiv Aum Steels Limited,0.0,0.0,0.0,0.0,0.0
SHK,S H Kelkar and Company Limited,0.0,0.0,0.0,0.0,0.0
SHOPERSTOP,Shoppers Stop Limited,0.0,0.0,0.0,0.0,0.0
SHRADHA,Shradha Realty Limited,0.0,0.0,0.0,0.0,0.0
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,0.0,0.0,0.0,0.0,0.0
SHREECEM,SHREE CEMENT LIMITED,0.0,0.0,0.0,0.0,0.0
SHREEJISPG,Shreeji Shipping Global Limited,0.0,0.0,0.0,0.0,0.0
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,0.0,0.0,0.0,0.0,0.0
SHREERAMA,Shree Rama Multi-Tech Limited,0.0,0.0,0.0,0.0,0.0
SHRENIK,Shrenik Limited,0.0,0.0,0.0,0.0,0.0
SHREYANIND,Shreyans Industries Limited,0.0,0.0,0.0,0.0,0.0
SHRIKRISH,Shri Krishna Devcon Limited,0.0,0.0,0.0,0.0,0.0
SHRINGARMS,Shringar House of Mangalsutra Limited,0.0,0.0,0.0,0.0,0.0
SHRIPISTON,SPR Auto Technologies Limited,0.0,0.0,0.0,0.0,0.0
SHRIRAMFIN,Shriram Finance Limited,0.0,0.0,0.0,0.0,0.0
SHRIRAMPPS,Shriram Properties Limited,0.0,0.0,0.0,0.0,0.0
SHYAMCENT,Shyam Century Ferrous Limited,0.0,0.0,0.0,0.0,0.0
SHYAMMETL,Shyam Metalics and Energy Limited,0.0,0.0,0.0,0.0,0.0
SHYAMTEL,Shyam Telecom Limited,0.0,0.0,0.0,0.0,0.0
SICAGEN,Sicagen India Limited,0.0,0.0,0.0,0.0,0.0
SICALLOG,Sical Logistics Limited,0.0,0.0,0.0,0.0,0.0
SIEMENS,Siemens Limited,0.0,0.0,0.0,0.0,0.0
SIGACHI,Sigachi Industries Limited,0.0,0.0,0.0,0.0,0.0
SIGIND,Signet Industries Limited,0.0,0.0,0.0,0.0,0.0
SIGMA,Sigma Solve Limited,0.0,0.0,0.0,0.0,0.0
SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED,0.0,0.0,0.0,0.0,0.0
SIGNATURE,Signatureglobal (India) Limited,0.0,0.0,0.0,0.0,0.0
SIGNPOST,Signpost India Limited,0.0,0.0,0.0,0.0,0.0
SIKA,Sika Interplant Systems Limited,0.0,0.0,0.0,0.0,0.0
SIKKO,Sikko Industries Limited,0.0,0.0,0.0,0.0,0.0
SIL,Standard Industries Limited,0.0,0.0,0.0,0.0,0.0
SILGO,Silgo Retail Limited,0.0,0.0,0.0,0.0,0.0
SILINV,SIL Investments Limited,0.0,0.0,0.0,0.0,0.0
SILLYMONKS,Silly Monks Entertainment Limited,0.0,0.0,0.0,0.0,0.0
SILVERTUC,Silver Touch Technologies Limited,0.0,0.0,0.0,0.0,0.0
SIMBHALS,Simbhaoli Sugars Limited,0.0,0.0,0.0,0.0,0.0
SIMPLEXINF,Simplex Infrastructures Limited,0.0,0.0,0.0,0.0,0.0
SINCLAIR,Sinclairs Hotels Limited,0.0,0.0,0.0,0.0,0.0
SINDHUTRAD,Sindhu Trade Links Limited,0.0,0.0,0.0,0.0,0.0
SINGERIND,Singer India Limited,0.0,0.0,0.0,0.0,0.0
SINTERCOM,Sintercom India Limited,0.0,0.0,0.0,0.0,0.0
SIRCA,Sirca Paints India Limited,0.0,0.0,0.0,0.0,0.0
SIS,SIS LIMITED,0.0,0.0,0.0,0.0,0.0
SITINET,Siti Networks Limited,0.0,0.0,0.0,0.0,0.0
SIYSIL,Siyaram Silk Mills Limited,0.0,0.0,0.0,0.0,0.0
SJS,S.J.S. Enterprises Limited,0.0,0.0,0.0,0.0,0.0
SJVN,SJVN Limited,0.0,0.0,0.0,0.0,0.0
SKFINDIA,SKF India Limited,0.0,0.0,0.0,0.0,0.0
SKFINDUS,SKF India (Industrial) Limited,0.0,0.0,0.0,0.0,0.0
SKIL,SKIL Infrastructure Limited,0.0,0.0,0.0,0.0,0.0
SKIPPER,Skipper Limited,0.0,0.0,0.0,0.0,0.0
SKMEGGPROD,SKM Egg Products Export (India) Limited,0.0,0.0,0.0,0.0,0.0
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,0.0,0.0,0.0,0.0,0.0
SMARTLINK,Smartlink Holdings Limited,0.0,0.0,0.0,0.0,0.0
SMARTWORKS,Smartworks Coworking Spaces Limited,0.0,0.0,0.0,0.0,0.0
SMCGLOBAL,SMC Global Securities Limited,0.0,0.0,0.0,0.0,0.0
SMLMAH,SML Mahindra Limited,0.0,0.0,0.0,0.0,0.0
SMLT,Sarthak Metals Limited,0.0,0.0,0.0,0.0,0.0
SMSPHARMA,SMS Pharmaceuticals Limited,0.0,0.0,0.0,0.0,0.0
SNOWMAN,Snowman Logistics Limited,0.0,0.0,0.0,0.0,0.0
SOBHA,Sobha Limited,0.0,0.0,0.0,0.0,0.0
SOFTTECH,Softtech Engineers Limited,0.0,0.0,0.0,0.0,0.0
SOLARA,Solara Active Pharma Sciences Limited,0.0,0.0,0.0,0.0,0.0
SOLARINDS,Solar Industries India Limited,0.0,0.0,0.0,0.0,0.0
SOLARWORLD,Solarworld Energy Solutions Limited,0.0,0.0,0.0,0.0,0.0
SOLEX,Solex Energy Limited,0.0,0.0,0.0,0.0,0.0
SOMANYCERA,Somany Ceramics Limited,0.0,0.0,0.0,0.0,0.0
SOMATEX,Soma Textiles & Industries Limited,0.0,0.0,0.0,0.0,0.0
SOMICONVEY,Somi Conveyor Beltings Limited,0.0,0.0,0.0,0.0,0.0
SONACOMS,Sona BLW Precision Forgings Limited,0.0,0.0,0.0,0.0,0.0
SONAL,Sonal Mercantile Limited,0.0,0.0,0.0,0.0,0.0
SONAMLTD,SONAM LIMITED,0.0,0.0,0.0,0.0,0.0
SONATSOFTW,Sonata Software Limited,0.0,0.0,0.0,0.0,0.0
SOTL,Savita Oil Technologies Limited,0.0,0.0,0.0,0.0,0.0
SOUTHBANK,The South Indian Bank Limited,0.0,0.0,0.0,0.0,0.0
SOUTHWEST,South West Pinnacle Exploration Limited,0.0,0.0,0.0,0.0,0.0
SPAL,S. P. Apparels Limited,0.0,0.0,0.0,0.0,0.0
SPANDANA,Spandana Sphoorty Financial Limited,0.0,0.0,0.0,0.0,0.0
SPARC,Sun Pharma Advanced Research Company Limited,0.0,0.0,0.0,0.0,0.0
SPCENET,Spacenet Enterprises India Limited,0.0,0.0,0.0,0.0,0.0
SPECIALITY,Speciality Restaurants Limited,0.0,0.0,0.0,0.0,0.0
SPECTRUM,Spectrum Electrical Industries Limited,0.0,0.0,0.0,0.0,0.0
SPENCERS,Spencer's Retail Limited,0.0,0.0,0.0,0.0,0.0
SPIC,Southern Petrochemicals Industries Corporation  Limited,0.0,0.0,0.0,0.0,0.0
SPLIL,SPL Industries Limited,0.0,0.0,0.0,0.0,0.0
SPLPETRO,Supreme Petrochem Limited,0.0,0.0,0.0,0.0,0.0
SPMLINFRA,SPML Infra Limited,0.0,0.0,0.0,0.0,0.0
SPORTKING,Sportking India Limited,0.0,0.0,0.0,0.0,0.0
SRD,Shankar Lal Rampal Dye-Chem Limited,0.0,0.0,0.0,0.0,0.0
SREEL,Sreeleathers Limited,0.0,0.0,0.0,0.0,0.0
SRF,SRF Limited,0.0,0.0,0.0,0.0,0.0
SRGHFL,SRG Housing Finance Limited,0.0,0.0,0.0,0.0,0.0
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,0.0,0.0,0.0,0.0,0.0
SRM,SRM Contractors Limited,0.0,0.0,0.0,0.0,0.0
SRPL,Shree Ram Proteins Limited,0.0,0.0,0.0,0.0,0.0
SRTL,Shree Ram Twistex Limited,0.0,0.0,0.0,0.0,0.0
SSDL,Saraswati Saree Depot Limited,0.0,0.0,0.0,0.0,0.0
SSWL,Steel Strips Wheels Limited,0.0,0.0,0.0,0.0,0.0
STALLION,Stallion India Fluorochemicals Limited,0.0,0.0,0.0,0.0,0.0
STANLEY,Stanley Lifestyles Limited,0.0,0.0,0.0,0.0,0.0
STAR,Strides Pharma Science Limited,0.0,0.0,0.0,0.0,0.0
STARCEMENT,Star Cement Limited,0.0,0.0,0.0,0.0,0.0
STARHEALTH,Star Health and Allied Insurance Company Limited,0.0,0.0,0.0,0.0,0.0
STARPAPER,Star Paper Mills Limited,0.0,0.0,0.0,0.0,0.0
STARTECK,Starteck Finance Limited,0.0,0.0,0.0,0.0,0.0
STCINDIA,The State Trading Corporation of India Limited,0.0,0.0,0.0,0.0,0.0
STEELCAS,Steelcast Limited,0.0,0.0,0.0,0.0,0.0
STEELCITY,Steel City Securities Limited,0.0,0.0,0.0,0.0,0.0
STEELXIND,STEEL EXCHANGE INDIA LIMITED,0.0,0.0,0.0,0.0,0.0
STEL,Stel Holdings Limited,0.0,0.0,0.0,0.0,0.0
STERTOOLS,Sterling Tools Limited,0.0,0.0,0.0,0.0,0.0
STLNETWORK,STL Networks Limited,0.0,0.0,0.0,0.0,0.0
STLTECH,Sterlite Technologies Limited,0.0,0.0,0.0,0.0,0.0
STOVEKRAFT,Stove Kraft Limited,0.0,0.0,0.0,0.0,0.0
STUDDS,Studds Accessories Limited,0.0,0.0,0.0,0.0,0.0
STYL,Seshaasai Technologies Limited,0.0,0.0,0.0,0.0,0.0
STYLAMIND,Stylam Industries Limited,0.0,0.0,0.0,0.0,0.0
STYLEBAAZA,Baazar Style Retail Limited,0.0,0.0,0.0,0.0,0.0
STYRENIX,Styrenix Performance Materials Limited,0.0,0.0,0.0,0.0,0.0
SUBEXLTD,Subex Limited,0.0,0.0,0.0,0.0,0.0
SUBROS,Subros Limited,0.0,0.0,0.0,0.0,0.0
SUDARCOLOR,Sudarshan Colorants India Limited,0.0,0.0,0.0,0.0,0.0
SUDARSCHEM,Sudarshan Chemical Industries Limited,0.0,0.0,0.0,0.0,0.0
SUDEEPPHRM,Sudeep Pharma Limited,0.0,0.0,0.0,0.0,0.0
SUKHJITS,Sukhjit Starch & Chemicals Limited,0.0,0.0,0.0,0.0,0.0
SULA,Sula Vineyards Limited,0.0,0.0,0.0,0.0,0.0
SUMEET-RE,Sumeet Industries Limited-RE,0.0,0.0,0.0,0.0,0.0
SUMEETINDS,Sumeet Industries Limited,0.0,0.0,0.0,0.0,0.0
SUMICHEM,Sumitomo Chemical India Limited,0.0,0.0,0.0,0.0,0.0
SUMIT,Sumit Woods Limited,0.0,0.0,0.0,0.0,0.0
SUMMITSEC,Summit Securities Limited,0.0,0.0,0.0,0.0,0.0
SUNCLAY,Sundaram Clayton Limited,0.0,0.0,0.0,0.0,0.0
SUNDARAM,Sundaram Multi Pap Limited,0.0,0.0,0.0,0.0,0.0
SUNDARMFIN,Sundaram Finance Limited,0.0,0.0,0.0,0.0,0.0
SUNDRMBRAK,Sundaram Brake Linings Limited,0.0,0.0,0.0,0.0,0.0
SUNDRMFAST,Sundram Fasteners Limited,0.0,0.0,0.0,0.0,0.0
SUNDROP,Sundrop Brands Limited,0.0,0.0,0.0,0.0,0.0
SUNFLAG,Sunflag Iron And Steel Company Limited,0.0,0.0,0.0,0.0,0.0
SUNPHARMA,Sun Pharmaceutical Industries Limited,0.0,0.0,0.0,0.0,0.0
SUNTECK,Sunteck Realty Limited,0.0,0.0,0.0,0.0,0.0
SUNTV,Sun TV Network Limited,0.0,0.0,0.0,0.0,0.0
SUPERHOUSE,Superhouse Limited,0.0,0.0,0.0,0.0,0.0
SUPERSPIN,Super Spinning Mills Limited,0.0,0.0,0.0,0.0,0.0
SUPRAJIT,Suprajit Engineering Limited,0.0,0.0,0.0,0.0,0.0
SUPREME,Supreme Holdings & Hospitality (India) Limited,0.0,0.0,0.0,0.0,0.0
SUPREMEENG,Supreme Engineering Limited,0.0,0.0,0.0,0.0,0.0
SUPREMEIND,Supreme Industries Limited,0.0,0.0,0.0,0.0,0.0
SUPREMEINF,Supreme Infrastructure India Limited,0.0,0.0,0.0,0.0,0.0
SUPRIYA,Supriya Lifescience Limited,0.0,0.0,0.0,0.0,0.0
SURAJEST,Suraj Estate Developers Limited,0.0,0.0,0.0,0.0,0.0
SURAJLTD,Suraj Limited,0.0,0.0,0.0,0.0,0.0
SURAKSHA,Suraksha Diagnostic Limited,0.0,0.0,0.0,0.0,0.0
SURANASOL,Surana Solar Limited,0.0,0.0,0.0,0.0,0.0
